Rorippa_sylvestris	ddRorSylv1	395653921
Rosa_agrestis	drRosAgre1	1194022603
Rosa_canina	drRosCani1	490883397
Rosa_rubiginosa	drRosRubi1	408870126
Rosa_rugosa	drRosRugo1	387048261
Rosa_spinosissima	drRosSpin1	408235751
Rubus_caesius	drRubCaes1	335160568
Rubus_chamaemorus	drRubCham2	578607293
Rubus_idaeus	drRubIdae1	285765523
Rumex_acetosa	dcRumAcet1	887734780
Rumex_acetosella	dcRumAceo1	1021284831
Rumex_hydrolapathum	dcRumHydr1	1262238296
Rumex_obtusifolius	dcRumObtu1	573035268
Rumex_sanguineus	dcRumSang1	759089453
Sabulina_verna	dcSabVern1	834983935
Sagina_nodosa	dcSagNodo1	528525706
Sagina_procumbens	dcSagProc1	461267453
Salicornia_ramosissima	dcSalRamo1	577890062
Salix_alba	ddSalAlba3	389295323
Salix_arbuscula	ddSalArbu1	372842338
Salix_aurita	ddSalAuri1	370583087
Salix_caprea	ddSalCapr1	374363573
Salix_cinerea	ddSalCine1	327047716
Salix_euxina	ddSalEuxi1	717418320
Salix_herbacea	ddSalHerb5	377390925
Salix_herbacea	ddSalHerb6	399767495
